"Year","NumberOfFatalities","NumberOfFatalCrashes","Month"
1992,3,3,"June"
1992,4,4,"June"
1992,2,2,"June"
1992,11,10,"June"
1992,9,8,"June"
1992,6,4,"June"
1992,4,4,"June"
1992,5,4,"June"
1992,5,5,"July"
1992,3,3,"July"
1992,4,4,"July"
1992,4,3,"July"
1992,2,2,"July"
1992,2,2,"July"
1992,5,5,"July"
1992,4,2,"July"
1992,9,7,"July"
1992,3,3,"July"
1992,6,5,"July"
1992,12,9,"July"
1992,7,5,"July"
1992,4,4,"July"
1992,3,3,"July"
1992,6,6,"July"
1992,4,4,"July"
1992,13,10,"July"
1992,5,5,"July"
1992,7,4,"July"
1992,6,4,"July"
1992,4,3,"July"
1992,5,5,"July"
1992,2,2,"July"
1992,11,11,"July"
1992,4,4,"July"
1992,4,4,"July"
1992,3,2,"July"
1992,2,2,"July"
1992,4,4,"July"
1992,6,5,"July"
1992,2,2,"August"
1992,3,3,"August"
1992,4,4,"August"
1992,6,6,"August"
1992,5,5,"August"
1992,1,1,"August"
1992,10,7,"August"
1992,5,5,"August"
1992,2,2,"August"
1992,5,4,"August"
1992,1,1,"August"
1992,6,4,"August"
1992,7,7,"August"
1992,2,2,"August"
1992,5,5,"August"
1992,3,3,"August"
1992,3,3,"August"
1992,6,6,"August"
1992,3,3,"August"
1992,3,2,"August"
1992,11,10,"August"
1992,9,8,"August"
1992,8,7,"August"
1992,9,8,"August"
1992,7,7,"August"
1992,5,5,"August"
1992,10,8,"August"
1992,3,2,"August"
1992,4,4,"August"
1992,6,4,"August"
1992,3,2,"August"
1992,2,2,"September"
1992,4,4,"September"
1992,4,4,"September"
1992,9,8,"September"
1992,6,5,"September"
1992,5,5,"September"
1992,5,5,"September"
1992,4,4,"September"
1992,2,2,"September"
1992,2,2,"September"
1992,3,3,"September"
1992,3,3,"September"
1992,4,2,"September"
1992,4,4,"September"
1992,4,4,"September"
1992,4,4,"September"
1992,1,1,"September"
1992,9,9,"September"
1992,10,10,"September"
1992,7,5,"September"
1992,1,1,"September"
1992,2,2,"September"
1992,4,3,"September"
1992,8,8,"September"
1992,7,7,"September"
1992,15,12,"September"
1992,3,3,"September"
1992,5,4,"September"
1992,7,6,"September"
1992,4,4,"September"
1992,6,5,"October"
1992,6,6,"October"
1992,3,3,"October"
1992,4,4,"October"
1992,5,2,"October"
1992,8,6,"October"
1992,1,1,"October"
1992,7,7,"October"
1992,10,8,"October"
1992,3,3,"October"
1992,9,5,"October"
1992,4,4,"October"
1992,1,1,"October"
1992,6,6,"October"
1992,4,4,"October"
1992,7,7,"October"
1992,8,6,"October"
1992,12,10,"October"
1992,4,4,"October"
1992,2,2,"October"
1992,8,6,"October"
1992,8,6,"October"
1992,10,9,"October"
1992,10,6,"October"
1992,8,8,"October"
1992,2,2,"October"
1992,5,5,"October"
1992,8,7,"October"
1992,7,7,"October"
1992,8,6,"October"
1992,9,6,"October"
1992,7,6,"November"
1992,4,4,"November"
1992,4,4,"November"
1992,5,3,"November"
1992,1,1,"November"
1992,5,4,"November"
1992,7,5,"November"
1992,6,4,"November"
1992,5,5,"November"
1992,7,6,"November"
1992,2,2,"November"
1992,6,6,"November"
1992,4,4,"November"
1992,3,3,"November"
1992,3,1,"November"
1992,3,3,"November"
1992,8,7,"November"
1992,10,6,"November"
1992,5,5,"November"
1992,9,6,"November"
1992,7,7,"November"
1992,8,5,"November"
1992,4,4,"November"
1992,2,2,"November"
1992,6,6,"November"
1992,2,2,"November"
1992,1,1,"November"
1992,3,3,"November"
1992,11,9,"November"
1992,3,3,"November"
1992,3,3,"December"
1992,5,5,"December"
1992,9,7,"December"
1992,16,12,"December"
1992,8,6,"December"
1992,9,8,"December"
1992,4,4,"December"
1992,3,3,"December"
1992,10,6,"December"
1992,4,4,"December"
1992,4,4,"December"
1992,7,6,"December"
1992,12,12,"December"
1992,4,4,"December"
1992,4,4,"December"
1992,5,5,"December"
1992,3,3,"December"
1992,6,5,"December"
1992,12,10,"December"
1992,4,4,"December"
1992,5,5,"December"
1992,5,4,"December"
1992,1,1,"December"
1992,3,3,"December"
1992,2,2,"December"
1992,3,2,"December"
1992,4,4,"December"
1992,6,5,"December"
1992,6,5,"December"
1992,3,3,"December"
1992,7,5,"December"
1993,7,7,"January"
1993,5,4,"January"
1993,4,3,"January"
1993,1,1,"January"
1993,0,0,"January"
1993,5,4,"January"
1993,3,3,"January"
1993,5,5,"January"
1993,8,7,"January"
1993,5,5,"January"
1993,2,2,"January"
1993,5,4,"January"
1993,1,1,"January"
1993,3,3,"January"
1993,4,4,"January"
1993,7,6,"January"
1993,7,7,"January"
1993,2,2,"January"
1993,3,3,"January"
1993,5,5,"January"
1993,1,1,"January"
1993,11,7,"January"
1993,11,7,"January"
1993,7,6,"January"
1993,0,0,"January"
1993,2,2,"January"
1993,3,3,"January"
1993,4,3,"January"
1993,2,2,"January"
1993,8,5,"January"
1993,6,6,"January"
1993,4,4,"February"
1993,2,2,"February"
1993,3,3,"February"
1993,3,3,"February"
1993,4,4,"February"
1993,9,9,"February"
1993,3,3,"February"
1993,0,0,"February"
1993,3,3,"February"
1993,7,5,"February"
1993,5,5,"February"
1993,5,4,"February"
1993,10,8,"February"
1993,10,9,"February"
1993,4,4,"February"
1993,8,7,"February"
1993,4,4,"February"
1993,8,7,"February"
1993,8,7,"February"
1993,5,5,"February"
1993,5,3,"February"
1993,3,2,"February"
1993,2,2,"February"
1993,10,9,"February"
1993,2,2,"February"
1993,4,4,"February"
1993,4,4,"February"
1993,1,1,"February"
1993,3,3,"March"
1993,8,5,"March"
1993,2,2,"March"
1993,3,3,"March"
1993,8,7,"March"
1993,5,3,"March"
1993,2,2,"March"
1993,3,3,"March"
1993,3,3,"March"
1993,2,2,"March"
1993,5,5,"March"
1993,5,5,"March"
1993,5,5,"March"
1993,10,9,"March"
1993,7,6,"March"
1993,2,2,"March"
1993,7,7,"March"
1993,6,6,"March"
1993,10,9,"March"
1993,8,7,"March"
1993,6,6,"March"
1993,5,4,"March"
1993,9,9,"March"
1993,7,7,"March"
1993,10,9,"March"
1993,2,2,"March"
1993,6,6,"March"
1993,3,3,"March"
1993,2,2,"March"
1993,1,1,"March"
1993,3,3,"March"
1993,5,5,"April"
1993,4,4,"April"
1993,7,6,"April"
1993,8,8,"April"
1993,3,3,"April"
1993,2,2,"April"
1993,8,5,"April"
1993,3,3,"April"
1993,7,6,"April"
1993,8,6,"April"
1993,6,6,"April"
1993,3,2,"April"
1993,6,6,"April"
1993,9,8,"April"
1993,10,7,"April"
1993,5,5,"April"
1993,2,2,"April"
1993,2,2,"April"
1993,7,5,"April"
1993,5,3,"April"
1993,5,3,"April"
1993,3,3,"April"
1993,4,4,"April"
1993,9,8,"April"
1993,8,6,"April"
1993,2,2,"April"
1993,3,3,"April"
1993,8,5,"April"
1993,6,6,"April"
1993,4,4,"April"
1993,1,1,"May"
1993,7,5,"May"
1993,0,0,"May"
1993,5,4,"May"
1993,0,0,"May"
1993,4,4,"May"
1993,5,4,"May"
1993,2,2,"May"
1993,2,2,"May"
1993,5,4,"May"
1993,7,5,"May"
1993,4,4,"May"
1993,4,4,"May"
1993,6,5,"May"
1993,7,7,"May"
1993,6,5,"May"
1993,5,4,"May"
1993,5,5,"May"
1993,2,2,"May"
1993,9,9,"May"
1993,6,4,"May"
1993,9,9,"May"
1993,4,3,"May"
1993,8,7,"May"
1993,1,1,"May"
1993,9,9,"May"
1993,4,4,"May"
1993,7,7,"May"
1993,3,3,"May"
1993,11,9,"May"
1993,2,2,"May"
1993,4,4,"June"
1993,4,4,"June"
1993,2,2,"June"
1993,3,3,"June"
1993,5,5,"June"
1993,2,2,"June"
1993,0,0,"June"
1993,7,7,"June"
1993,2,2,"June"
1993,3,3,"June"
1993,6,5,"June"
1993,1,1,"June"
1993,3,3,"June"
1993,4,4,"June"
1993,3,3,"June"
1993,6,6,"June"
1993,4,3,"June"
1993,7,7,"June"
1993,9,8,"June"
1993,4,4,"June"
1993,5,5,"June"
1993,3,3,"June"
1993,9,6,"June"
1993,8,7,"June"
1993,10,8,"June"
1993,9,9,"June"
1993,8,7,"June"
1993,8,7,"June"
1993,5,5,"June"
1993,2,2,"June"
1993,2,2,"July"
1993,6,5,"July"
1993,6,6,"July"
1993,3,3,"July"
1993,2,2,"July"
1993,0,0,"July"
1993,3,3,"July"
1993,2,2,"July"
1993,12,9,"July"
1993,6,6,"July"
1993,3,3,"July"
1993,7,6,"July"
1993,10,9,"July"
1993,3,3,"July"
1993,3,2,"July"
1993,5,4,"July"
1993,5,5,"July"
1993,7,6,"July"
1993,2,2,"July"
1993,3,3,"July"
1993,7,7,"July"
1993,3,3,"July"
1993,6,6,"July"
1993,2,2,"July"
1993,9,8,"July"
1993,3,3,"July"
1993,5,4,"July"
1993,6,5,"July"
1993,4,4,"July"
1993,9,8,"July"
1993,4,4,"July"
1993,5,5,"August"
1993,3,3,"August"
1993,2,2,"August"
1993,8,6,"August"
1993,7,7,"August"
1993,7,7,"August"
1993,12,10,"August"
1993,11,9,"August"
1993,8,7,"August"
1993,5,5,"August"
1993,7,6,"August"
1993,7,7,"August"
1993,8,8,"August"
1993,6,6,"August"
1993,7,6,"August"
1993,4,4,"August"
1993,3,3,"August"
1993,6,6,"August"
1993,6,6,"August"
1993,9,7,"August"
1993,6,5,"August"
1993,2,2,"August"
1993,7,7,"August"
1993,2,1,"August"
1993,5,5,"August"
1993,2,2,"August"
1993,6,6,"August"
1993,3,2,"August"
1993,11,8,"August"
1993,4,4,"August"
1993,6,5,"August"
1993,2,2,"September"
1993,4,4,"September"
1993,6,6,"September"
1993,14,12,"September"
1993,3,3,"September"
1993,3,3,"September"
1993,4,4,"September"
1993,1,1,"September"
1993,0,0,"September"
1993,14,11,"September"
1993,7,6,"September"
1993,7,5,"September"
1993,2,2,"September"
1993,6,6,"September"
1993,2,2,"September"
1993,3,3,"September"
1993,9,8,"September"
1993,7,6,"September"
1993,3,3,"September"
1993,0,0,"September"
1993,5,5,"September"
1993,6,5,"September"
1993,5,5,"September"
1993,5,5,"September"
1993,9,8,"September"
1993,8,7,"September"
1993,4,3,"September"
1993,7,6,"September"
1993,5,5,"September"
1993,7,6,"September"
1993,11,10,"October"
1993,10,8,"October"
1993,12,10,"October"
1993,3,3,"October"
1993,9,6,"October"
1993,5,3,"October"
1993,6,6,"October"
1993,8,8,"October"
1993,13,13,"October"
1993,8,6,"October"
1993,5,5,"October"
1993,4,4,"October"
1993,6,6,"October"
1993,4,4,"October"
1993,4,4,"October"
1993,9,5,"October"
1993,4,4,"October"
1993,3,3,"October"
1993,1,1,"October"
1993,6,5,"October"
1993,4,4,"October"
1993,10,10,"October"
1993,12,11,"October"
1993,6,5,"October"
1993,2,2,"October"
1993,7,7,"October"
1993,9,9,"October"
1993,8,7,"October"
1993,8,8,"October"
1993,8,8,"October"
1993,2,2,"October"
1993,2,2,"November"
1993,13,4,"November"
1993,3,3,"November"
1993,6,6,"November"
1993,5,4,"November"
1993,12,10,"November"
1993,8,8,"November"
1993,2,2,"November"
1993,4,4,"November"
1993,3,3,"November"
1993,5,5,"November"
1993,6,5,"November"
1993,4,3,"November"
1993,2,2,"November"
1993,5,4,"November"
1993,7,5,"November"
1993,8,8,"November"
1993,8,5,"November"
1993,5,5,"November"
1993,9,8,"November"
1993,3,3,"November"
1993,7,5,"November"
1993,6,5,"November"
1993,1,1,"November"
1993,5,3,"November"
1993,3,3,"November"
1993,8,6,"November"
1993,9,6,"November"
1993,4,4,"November"
1993,7,6,"November"
1993,6,6,"December"
1993,5,5,"December"
1993,4,4,"December"
1993,7,7,"December"
1993,8,7,"December"
1993,2,2,"December"
1993,4,4,"December"
1993,7,6,"December"
1993,9,8,"December"
1993,10,10,"December"
1993,11,10,"December"
1993,7,7,"December"
1993,7,5,"December"
1993,4,4,"December"
1993,8,7,"December"
1993,4,4,"December"
1993,5,5,"December"
1993,7,6,"December"
1993,7,6,"December"
1993,10,10,"December"
1993,3,2,"December"
1993,3,3,"December"
1993,17,12,"December"
1993,5,4,"December"
1993,2,2,"December"
1993,6,5,"December"
1993,5,5,"December"
1993,1,1,"December"
1993,5,5,"December"
1993,8,7,"December"
1993,9,5,"December"
1994,6,3,"January"
1994,5,5,"January"
1994,3,3,"January"
1994,2,1,"January"
1994,2,2,"January"
1994,3,3,"January"
1994,6,3,"January"
1994,5,4,"January"
1994,5,3,"January"
1994,7,5,"January"
1994,6,6,"January"
1994,6,6,"January"
1994,1,1,"January"
1994,6,6,"January"
1994,4,4,"January"
1994,9,8,"January"
1994,7,6,"January"
1994,1,1,"January"
1994,6,6,"January"
1994,7,6,"January"
1994,7,6,"January"
1994,7,6,"January"
1994,4,4,"January"
1994,6,6,"January"
1994,4,4,"January"
1994,2,2,"January"
1994,6,6,"January"
1994,8,7,"January"
1994,8,8,"January"
1994,6,6,"January"
1994,3,3,"January"
1994,5,5,"February"
1994,5,5,"February"
1994,2,2,"February"
1994,7,7,"February"
1994,8,7,"February"
1994,4,4,"February"
1994,2,2,"February"
1994,3,3,"February"
1994,8,8,"February"
1994,2,2,"February"
1994,5,5,"February"
1994,2,2,"February"
1994,3,3,"February"
1994,2,2,"February"
1994,2,2,"February"
1994,3,2,"February"
1994,4,4,"February"
1994,12,8,"February"
1994,4,3,"February"
1994,6,6,"February"
1994,7,7,"February"
1994,3,3,"February"
1994,6,6,"February"
1994,3,3,"February"
1994,6,6,"February"
1994,4,4,"February"
1994,8,6,"February"
1994,5,4,"February"
1994,1,1,"March"
1994,8,4,"March"
1994,8,8,"March"
1994,7,7,"March"
1994,3,3,"March"
1994,7,6,"March"
1994,3,3,"March"
1994,6,6,"March"
1994,4,4,"March"
1994,4,4,"March"
1994,9,9,"March"
1994,6,6,"March"
1994,5,5,"March"
1994,3,2,"March"
1994,5,5,"March"
1994,3,3,"March"
1994,4,4,"March"
1994,6,6,"March"
1994,12,11,"March"
1994,3,3,"March"
1994,8,8,"March"
1994,6,6,"March"
1994,8,8,"March"
1994,4,4,"March"
1994,7,7,"March"
1994,15,13,"March"
1994,11,11,"March"
1994,4,3,"March"
1994,2,2,"March"
1994,7,7,"March"
1994,6,5,"March"
1994,6,4,"April"
1994,5,5,"April"
1994,15,6,"April"
1994,3,3,"April"
1994,4,3,"April"
1994,3,3,"April"
1994,6,6,"April"
1994,5,4,"April"
1994,9,8,"April"
1994,8,6,"April"
1994,8,7,"April"
1994,5,5,"April"
1994,6,5,"April"
1994,4,4,"April"
1994,2,2,"April"
1994,3,3,"April"
1994,7,5,"April"
1994,3,3,"April"
1994,2,2,"April"
1994,9,8,"April"
1994,3,2,"April"
1994,5,4,"April"
1994,5,4,"April"
1994,3,3,"April"
1994,2,2,"April"
1994,2,1,"April"
1994,6,6,"April"
1994,3,3,"April"
1994,5,5,"April"
1994,5,5,"April"
1994,2,2,"May"
1994,3,3,"May"
1994,7,5,"May"
1994,2,2,"May"
1994,2,2,"May"
1994,4,4,"May"
1994,3,3,"May"
1994,2,2,"May"
1994,4,3,"May"
1994,2,2,"May"
1994,6,4,"May"
1994,5,4,"May"
1994,8,8,"May"
1994,4,4,"May"
1994,7,7,"May"
1994,3,3,"May"
1994,2,2,"May"
1994,6,6,"May"
1994,11,10,"May"
1994,7,6,"May"
1994,9,7,"May"
1994,4,3,"May"
1994,1,1,"May"
1994,10,7,"May"
1994,1,1,"May"
1994,3,3,"May"
1994,7,7,"May"
1994,5,5,"May"
1994,6,6,"May"
1994,4,3,"May"
1994,6,6,"May"
1994,8,6,"June"
1994,4,4,"June"
1994,8,8,"June"
1994,4,4,"June"
1994,2,2,"June"
1994,5,5,"June"
1994,5,5,"June"
1994,7,5,"June"
1994,5,4,"June"
1994,2,2,"June"
1994,6,5,"June"
1994,6,3,"June"
1994,1,1,"June"
1994,5,4,"June"
1994,8,6,"June"
1994,6,6,"June"
1994,8,8,"June"
1994,12,9,"June"
1994,7,7,"June"
1994,4,4,"June"
1994,4,4,"June"
1994,4,4,"June"
1994,5,3,"June"
1994,6,6,"June"
1994,4,4,"June"
1994,2,2,"June"
1994,4,4,"June"
1994,4,3,"June"
1994,1,1,"June"
1994,11,8,"June"
1994,8,7,"July"
1994,6,6,"July"
1994,10,6,"July"
1994,3,2,"July"
1994,4,4,"July"
1994,5,5,"July"
1994,4,4,"July"
1994,9,8,"July"
1994,8,7,"July"
1994,9,8,"July"
1994,3,2,"July"
1994,3,3,"July"
1994,4,4,"July"
1994,7,6,"July"
1994,3,3,"July"
1994,7,7,"July"
1994,7,7,"July"
1994,4,4,"July"
1994,4,4,"July"
1994,3,3,"July"
1994,3,2,"July"
1994,4,4,"July"
1994,4,4,"July"
1994,2,2,"July"
1994,8,8,"July"
1994,4,2,"July"
1994,4,4,"July"
1994,3,3,"July"
1994,6,6,"July"
1994,8,5,"July"
1994,1,1,"July"
1994,4,4,"August"
1994,2,2,"August"
1994,1,1,"August"
1994,6,5,"August"
1994,8,7,"August"
1994,4,4,"August"
1994,7,7,"August"
1994,5,4,"August"
1994,2,2,"August"
1994,4,4,"August"
1994,2,2,"August"
1994,8,8,"August"
1994,13,12,"August"
1994,12,10,"August"
1994,3,2,"August"
1994,0,0,"August"
1994,4,4,"August"
1994,3,3,"August"
1994,4,4,"August"
1994,7,7,"August"
1994,4,4,"August"
1994,4,4,"August"
1994,0,0,"August"
1994,5,4,"August"
1994,1,1,"August"
1994,5,5,"August"
1994,2,2,"August"
1994,17,12,"August"
1994,5,5,"August"
1994,3,3,"August"
1994,2,2,"August"
1994,6,4,"September"
1994,3,3,"September"
1994,5,5,"September"
1994,5,4,"September"
1994,1,1,"September"
1994,3,3,"September"
1994,2,2,"September"
1994,5,5,"September"
1994,3,3,"September"
1994,3,3,"September"
1994,4,4,"September"
1994,7,4,"September"
1994,4,3,"September"
1994,8,7,"September"
1994,2,2,"September"
1994,6,6,"September"
1994,12,10,"September"
1994,5,5,"September"
1994,2,2,"September"
1994,4,3,"September"
1994,4,4,"September"
1994,3,3,"September"
1994,5,5,"September"
1994,5,5,"September"
1994,9,8,"September"
1994,9,8,"September"
1994,3,3,"September"
1994,5,4,"September"
1994,1,1,"September"
1994,7,7,"September"
1994,8,6,"October"
1994,9,8,"October"
1994,5,4,"October"
1994,3,3,"October"
1994,9,6,"October"
1994,5,5,"October"
1994,8,8,"October"
1994,7,5,"October"
1994,1,1,"October"
1994,4,4,"October"
1994,3,3,"October"
1994,3,3,"October"
1994,7,7,"October"
1994,14,13,"October"
1994,5,5,"October"
1994,6,6,"October"
1994,2,2,"October"
1994,2,2,"October"
1994,6,5,"October"
1994,7,7,"October"
1994,7,7,"October"
1994,7,6,"October"
1994,6,6,"October"
1994,21,9,"October"
1994,7,7,"October"
1994,7,5,"October"
1994,6,3,"October"
1994,8,7,"October"
1994,8,6,"October"
1994,6,5,"October"
1994,2,2,"October"
1994,7,6,"November"
1994,5,5,"November"
1994,10,8,"November"
1994,5,5,"November"
1994,9,9,"November"
1994,8,8,"November"
1994,9,6,"November"
1994,5,4,"November"
1994,0,0,"November"
1994,2,2,"November"
1994,4,4,"November"
1994,9,9,"November"
1994,12,9,"November"
1994,3,3,"November"
1994,6,5,"November"
1994,5,3,"November"
1994,6,6,"November"
1994,10,10,"November"
1994,10,8,"November"
1994,1,1,"November"
1994,6,6,"November"
1994,2,2,"November"
1994,7,6,"November"
1994,3,3,"November"
1994,4,3,"November"
1994,8,5,"November"
1994,9,9,"November"
1994,10,7,"November"
1994,6,5,"November"
1994,3,2,"November"
1994,7,6,"December"
1994,8,7,"December"
1994,3,3,"December"
1994,4,3,"December"
1994,3,3,"December"
1994,3,3,"December"
1994,4,3,"December"
1994,8,7,"December"
1994,10,10,"December"
1994,5,5,"December"
1994,5,5,"December"
1994,4,4,"December"
1994,5,4,"December"
1994,3,1,"December"
1994,7,7,"December"
1994,5,5,"December"
1994,9,8,"December"
1994,7,6,"December"
1994,0,0,"December"
1994,4,2,"December"
1994,4,3,"December"
1994,8,5,"December"
1994,11,8,"December"
1994,6,6,"December"
1994,4,4,"December"
1994,6,3,"December"
1994,7,7,"December"
1994,8,6,"December"
1994,2,2,"December"
1994,5,5,"December"
1994,4,4,"December"
1995,7,7,"January"
1995,0,0,"January"
1995,2,2,"January"
1995,7,5,"January"
1995,7,6,"January"
1995,3,3,"January"
1995,8,8,"January"
1995,13,10,"January"
1995,3,3,"January"
1995,4,3,"January"
1995,5,5,"January"
1995,6,5,"January"
1995,5,5,"January"
1995,6,5,"January"
1995,5,5,"January"
1995,7,6,"January"
1995,4,4,"January"
1995,11,9,"January"
1995,5,5,"January"
1995,6,6,"January"
1995,5,5,"January"
1995,7,7,"January"
1995,2,2,"January"
1995,3,2,"January"
1995,2,2,"January"
1995,3,3,"January"
1995,2,2,"January"
1995,6,6,"January"
1995,6,6,"January"
1995,6,5,"January"
1995,4,4,"January"
1995,2,2,"February"
1995,8,7,"February"
1995,5,2,"February"
1995,5,5,"February"
1995,6,5,"February"
1995,3,3,"February"
1995,7,6,"February"
1995,11,10,"February"
1995,1,1,"February"
1995,4,4,"February"
1995,7,6,"February"
1995,7,7,"February"
1995,4,4,"February"
1995,3,3,"February"
1995,3,3,"February"
1995,7,5,"February"
1995,11,10,"February"
1995,15,10,"February"
1995,3,3,"February"
1995,3,3,"February"
1995,6,6,"February"
1995,5,4,"February"
1995,2,2,"February"
1995,9,9,"February"
1995,6,5,"February"
1995,6,6,"February"
1995,5,5,"February"
1995,2,2,"February"
1995,9,9,"March"
1995,6,5,"March"
1995,4,4,"March"
1995,7,7,"March"
1995,5,4,"March"
1995,2,2,"March"
1995,2,2,"March"
1995,3,3,"March"
1995,4,4,"March"
1995,4,4,"March"
1995,5,5,"March"
1995,5,5,"March"
1995,4,4,"March"
1995,6,6,"March"
1995,4,4,"March"
1995,3,3,"March"
1995,7,7,"March"
1995,6,5,"March"
1995,5,5,"March"
1995,4,4,"March"
1995,3,3,"March"
1995,4,4,"March"
1995,8,7,"March"
1995,6,6,"March"
1995,9,9,"March"
1995,12,7,"March"
1995,5,5,"March"
1995,3,3,"March"
1995,5,4,"March"
1995,5,5,"March"
1995,6,6,"March"
1995,8,7,"April"
1995,6,6,"April"
1995,3,3,"April"
1995,3,3,"April"
1995,11,10,"April"
1995,3,3,"April"
1995,3,2,"April"
1995,3,3,"April"
1995,2,2,"April"
1995,3,3,"April"
1995,6,6,"April"
1995,4,4,"April"
1995,6,5,"April"
1995,8,7,"April"
1995,5,4,"April"
1995,7,7,"April"
1995,8,7,"April"
1995,0,0,"April"
1995,3,3,"April"
1995,4,4,"April"
1995,6,6,"April"
1995,5,4,"April"
1995,5,4,"April"
1995,3,3,"April"
1995,4,3,"April"
1995,12,10,"April"
1995,5,4,"April"
1995,4,4,"April"
1995,6,6,"April"
1995,4,4,"April"
1995,5,4,"May"
1995,4,4,"May"
1995,4,4,"May"
1995,6,6,"May"
1995,11,9,"May"
1995,5,5,"May"
1995,6,6,"May"
1995,3,3,"May"
1995,4,4,"May"
1995,7,4,"May"
1995,3,3,"May"
1995,8,8,"May"
1995,12,9,"May"
1995,6,6,"May"
1995,3,3,"May"
1995,1,1,"May"
1995,4,4,"May"
1995,2,2,"May"
1995,4,4,"May"
1995,7,6,"May"
1995,10,9,"May"
1995,6,5,"May"
1995,5,4,"May"
1995,9,7,"May"
1995,4,4,"May"
1995,1,1,"May"
1995,7,7,"May"
1995,6,6,"May"
1995,6,4,"May"
1995,5,4,"May"
1995,8,8,"May"
1995,8,7,"June"
1995,7,7,"June"
1995,8,6,"June"
1995,2,2,"June"
1995,0,0,"June"
1995,7,7,"June"
1995,8,5,"June"
1995,7,7,"June"
1995,4,4,"June"
1995,13,11,"June"
1995,5,5,"June"
1995,8,8,"June"
1995,4,4,"June"
1995,5,5,"June"
1995,6,6,"June"
1995,10,9,"June"
1995,4,4,"June"
1995,8,8,"June"
1995,4,3,"June"
1995,7,7,"June"
1995,9,7,"June"
1995,4,2,"June"
1995,6,4,"June"
1995,7,6,"June"
1995,8,6,"June"
1995,5,5,"June"
1995,7,7,"June"
1995,6,6,"June"
1995,7,3,"June"
1995,3,3,"June"
1995,12,9,"July"
1995,1,1,"July"
1995,4,4,"July"
1995,3,3,"July"
1995,6,3,"July"
1995,5,5,"July"
1995,4,4,"July"
1995,6,6,"July"
1995,8,7,"July"
1995,6,6,"July"
1995,6,6,"July"
1995,7,7,"July"
1995,5,5,"July"
1995,8,8,"July"
1995,4,4,"July"
1995,5,5,"July"
1995,2,2,"July"
1995,5,5,"July"
1995,9,6,"July"
1995,2,2,"July"
1995,8,8,"July"
1995,8,6,"July"
1995,5,5,"July"
1995,2,2,"July"
1995,2,2,"July"
1995,5,4,"July"
1995,4,4,"July"
1995,5,5,"July"
1995,3,3,"July"
1995,3,3,"July"
1995,2,1,"July"
1995,2,2,"August"
1995,8,8,"August"
1995,9,7,"August"
1995,10,8,"August"
1995,3,3,"August"
1995,6,5,"August"
1995,1,1,"August"
1995,3,3,"August"
1995,2,2,"August"
1995,5,4,"August"
1995,5,5,"August"
1995,8,8,"August"
1995,13,12,"August"
1995,7,6,"August"
1995,6,4,"August"
1995,11,11,"August"
1995,2,2,"August"
1995,2,2,"August"
1995,6,5,"August"
1995,7,7,"August"
1995,4,3,"August"
1995,2,2,"August"
1995,2,2,"August"
1995,5,5,"August"
1995,8,6,"August"
1995,5,5,"August"
1995,10,5,"August"
1995,7,5,"August"
1995,2,2,"August"
1995,5,5,"August"
1995,1,1,"August"
1995,7,7,"September"
1995,7,7,"September"
1995,1,1,"September"
1995,4,4,"September"
1995,1,1,"September"
1995,6,6,"September"
1995,6,5,"September"
1995,6,6,"September"
1995,6,5,"September"
1995,5,5,"September"
1995,2,2,"September"
1995,3,2,"September"
1995,2,2,"September"
1995,3,3,"September"
1995,9,7,"September"
1995,16,14,"September"
1995,8,7,"September"
1995,4,4,"September"
1995,6,6,"September"
1995,1,1,"September"
1995,2,2,"September"
1995,4,4,"September"
1995,9,8,"September"
1995,8,7,"September"
