"State","Year","CrashType","DeadPersonType","Gender","Age","StateFullForm"
"VIC",2010,"Single","Passenger","Male",32,"Victoria"
"NSW",2010,"Multiple","Driver","Male",60,"New South Wales"
"QLD",2010,"Single","Pedestrian","Female",83,"Queensland"
"QLD",2010,"Multiple","Motorcycle pillion passenger","Female",24,"Queensland"
"NSW",2010,"Multiple","Passenger","Female",19,"New South Wales"
"QLD",2010,"Multiple","Driver","Female",60,"Queensland"
"QLD",2010,"Multiple","Driver","Male",36,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",87,"New South Wales"
"QLD",2010,"Single","Driver","Male",24,"Queensland"
"VIC",2010,"Multiple","Pedal cyclist","Male",49,"Victoria"
"QLD",2010,"Multiple","Driver","Male",30,"Queensland"
"NT",2010,"Single","Pedestrian","Female",55,"Northern Territory"
"NT",2010,"Single","Passenger","Female",2,"Northern Territory"
"NSW",2010,"Single","Passenger","Male",36,"New South Wales"
"WA",2010,"Single","Passenger","Male",21,"West Australia"
"VIC",2010,"Multiple","Driver","Male",40,"Victoria"
"NT",2010,"Single","Driver","Male",30,"Northern Territory"
"VIC",2010,"Multiple","Driver","Female",25,"Victoria"
"NSW",2010,"Single","Pedestrian","Male",83,"New South Wales"
"QLD",2010,"Multiple","Passenger","Female",29,"Queensland"
"NSW",2010,"Multiple","Driver","Female",46,"New South Wales"
"NSW",2010,"Single","Driver","Male",57,"New South Wales"
"QLD",2010,"Single","Pedal cyclist","Male",57,"Queensland"
"QLD",2010,"Single","Driver","Male",29,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",68,"New South Wales"
"VIC",2010,"Single","Pedestrian","Female",72,"Victoria"
"NT",2010,"Single","Motorcycle rider","Male",28,"Northern Territory"
"NSW",2010,"Multiple","Driver","Male",22,"New South Wales"
"WA",2010,"Single","Driver","Male",24,"West Australia"
"QLD",2010,"Multiple","Driver","Male",84,"Queensland"
"WA",2010,"Multiple","Motorcycle rider","Male",49,"West Australia"
"SA",2010,"Multiple","Driver","Male",24,"South Australia"
"NSW",2010,"Single","Driver","Male",18,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",52,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",78,"Victoria"
"QLD",2010,"Single","Passenger","Female",36,"Queensland"
"QLD",2010,"Multiple","Motorcycle rider","Female",35,"Queensland"
"NSW",2010,"Single","Passenger","Female",3,"New South Wales"
"QLD",2010,"Single","Driver","Male",53,"Queensland"
"NSW",2010,"Multiple","Motorcycle rider","Male",37,"New South Wales"
"SA",2010,"Multiple","Driver","Female",49,"South Australia"
"VIC",2010,"Multiple","Motorcycle rider","Male",24,"Victoria"
"QLD",2010,"Single","Pedestrian","Male",72,"Queensland"
"NSW",2010,"Single","Driver","Male",34,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",39,"New South Wales"
"SA",2010,"Single","Passenger","Female",18,"South Australia"
"QLD",2010,"Single","Motorcycle rider","Male",33,"Queensland"
"SA",2010,"Single","Driver","Male",36,"South Australia"
"VIC",2010,"Multiple","Driver","Female",30,"Victoria"
"NSW",2010,"Single","Pedestrian","Male",29,"New South Wales"
"QLD",2010,"Single","Driver","Female",17,"Queensland"
"ACT",2010,"Single","Driver","Male",45,"Austialian Capital Territory"
"VIC",2010,"Single","Driver","Male",27,"Victoria"
"NSW",2010,"Single","Passenger","Male",18,"New South Wales"
"QLD",2010,"Single","Driver","Female",17,"Queensland"
"NSW",2010,"Single","Passenger","Female",60,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",58,"Queensland"
"VIC",2010,"Single","Passenger","Male",17,"Victoria"
"VIC",2010,"Multiple","Pedestrian","Male",64,"Victoria"
"NSW",2010,"Multiple","Motorcycle rider","Male",54,"New South Wales"
"NT",2010,"Single","Passenger","Male",30,"Northern Territory"
"WA",2010,"Single","Driver","Male",58,"West Australia"
"WA",2010,"Multiple","Driver","Male",44,"West Australia"
"VIC",2010,"Single","Pedestrian","Male",62,"Victoria"
"VIC",2010,"Multiple","Driver","Male",40,"Victoria"
"SA",2010,"Single","Passenger","Female",44,"South Australia"
"VIC",2010,"Multiple","Passenger","Female",79,"Victoria"
"VIC",2010,"Multiple","Driver","Male",53,"Victoria"
"QLD",2010,"Multiple","Driver","Male",18,"Queensland"
"VIC",2010,"Multiple","Driver","Male",61,"Victoria"
"NSW",2010,"Single","Passenger","Male",16,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",78,"New South Wales"
"NSW",2010,"Single","Passenger","Male",10,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",37,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",27,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",53,"Victoria"
"NSW",2010,"Single","Passenger","Male",22,"New South Wales"
"NSW",2010,"Single","Driver","Female",73,"New South Wales"
"NSW",2010,"Single","Driver","Female",50,"New South Wales"
"NSW",2010,"Multiple","Passenger","Male",70,"New South Wales"
"SA",2010,"Single","Pedestrian","Male",27,"South Australia"
"WA",2010,"Single","Passenger","Male",22,"West Australia"
"NSW",2010,"Multiple","Passenger","Female",66,"New South Wales"
"VIC",2010,"Single","Pedestrian","Female",78,"Victoria"
"WA",2010,"Multiple","Driver","Female",78,"West Australia"
"SA",2010,"Single","Passenger","Male",24,"South Australia"
"NSW",2010,"Multiple","Driver","Female",28,"New South Wales"
"SA",2010,"Multiple","Driver","Male",20,"South Australia"
"TAS",2010,"Multiple","Driver","Male",32,"Tasmania"
"NSW",2010,"Single","Pedestrian","Female",68,"New South Wales"
"NT",2010,"Single","Driver","Male",21,"Northern Territory"
"SA",2010,"Multiple","Pedal cyclist","Male",57,"South Australia"
"QLD",2010,"Single","Driver","Male",17,"Queensland"
"QLD",2010,"Multiple","Passenger","Female",5,"Queensland"
"VIC",2010,"Multiple","Driver","Male",28,"Victoria"
"NSW",2010,"Single","Passenger","Male",35,"New South Wales"
"SA",2010,"Single","Pedestrian","Female",69,"South Australia"
"NSW",2010,"Single","Driver","Female",15,"New South Wales"
"QLD",2010,"Single","Pedestrian","Female",20,"Queensland"
"WA",2010,"Single","Motorcycle rider","Male",24,"West Australia"
"QLD",2010,"Multiple","Passenger","Female",8,"Queensland"
"ACT",2010,"Single","Passenger","Female",38,"Austialian Capital Territory"
"QLD",2010,"Multiple","Driver","Female",22,"Queensland"
"TAS",2010,"Multiple","Motorcycle rider","Male",60,"Tasmania"
"VIC",2010,"Single","Passenger","Female",18,"Victoria"
"NSW",2010,"Single","Driver","Male",27,"New South Wales"
"VIC",2010,"Single","Passenger","Female",18,"Victoria"
"NSW",2010,"Multiple","Pedestrian","Female",50,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",51,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",39,"Queensland"
"QLD",2010,"Single","Passenger","Male",35,"Queensland"
"QLD",2010,"Multiple","Driver","Male",19,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",16,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",3,"New South Wales"
"QLD",2010,"Single","Driver","Male",24,"Queensland"
"WA",2010,"Single","Driver","Male",78,"West Australia"
"NSW",2010,"Single","Driver","Male",43,"New South Wales"
"NSW",2010,"Multiple","Passenger","Female",73,"New South Wales"
"NSW",2010,"Multiple","Passenger","Male",8,"New South Wales"
"VIC",2010,"Single","Driver","Male",18,"Victoria"
"WA",2010,"Single","Driver","Female",41,"West Australia"
"VIC",2010,"Multiple","Passenger","Male",29,"Victoria"
"NSW",2010,"Single","Pedestrian","Female",51,"New South Wales"
"WA",2010,"Multiple","Passenger","Male",24,"West Australia"
"WA",2010,"Single","Pedestrian","Male",83,"West Australia"
"QLD",2010,"Single","Pedestrian","Male",12,"Queensland"
"VIC",2010,"Multiple","Passenger","Female",0,"Victoria"
"NSW",2010,"Single","Motorcycle rider","Male",44,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",33,"Queensland"
"SA",2010,"Single","Passenger","Male",13,"South Australia"
"NSW",2010,"Single","Pedestrian","Male",67,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",19,"Victoria"
"QLD",2010,"Single","Passenger","Male",18,"Queensland"
"SA",2010,"Multiple","Passenger","Male",4,"South Australia"
"NSW",2010,"Multiple","Driver","Male",66,"New South Wales"
"QLD",2010,"Single","Passenger","Female",29,"Queensland"
"WA",2010,"Multiple","Passenger","Female",50,"West Australia"
"VIC",2010,"Single","Passenger","Male",21,"Victoria"
"VIC",2010,"Single","Passenger","Male",23,"Victoria"
"QLD",2010,"Multiple","Passenger","Male",15,"Queensland"
"VIC",2010,"Multiple","Driver","Male",78,"Victoria"
"QLD",2010,"Single","Motorcycle rider","Male",72,"Queensland"
"TAS",2010,"Single","Driver","Male",25,"Tasmania"
"TAS",2010,"Single","Driver","Male",51,"Tasmania"
"VIC",2010,"Single","Driver","Male",59,"Victoria"
"NSW",2010,"Single","Driver","Male",22,"New South Wales"
"QLD",2010,"Single","Motorcycle rider","Male",16,"Queensland"
"NSW",2010,"Multiple","Driver","Male",30,"New South Wales"
"SA",2010,"Single","Driver","Male",70,"South Australia"
"QLD",2010,"Multiple","Pedal cyclist","Male",65,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",43,"Victoria"
"NSW",2010,"Multiple","Motorcycle rider","Male",24,"New South Wales"
"VIC",2010,"Single","Passenger","Female",15,"Victoria"
"NSW",2010,"Multiple","Passenger","Male",41,"New South Wales"
"VIC",2010,"Single","Driver","Male",21,"Victoria"
"WA",2010,"Single","Passenger","Male",17,"West Australia"
"QLD",2010,"Multiple","Driver","Female",65,"Queensland"
"QLD",2010,"Single","Passenger","Male",9,"Queensland"
"WA",2010,"Single","Driver","Female",24,"West Australia"
"WA",2010,"Single","Pedestrian","Male",46,"West Australia"
"SA",2010,"Single","Driver","Male",18,"South Australia"
"QLD",2010,"Multiple","Driver","Male",50,"Queensland"
"NSW",2010,"Multiple","Driver","Male",56,"New South Wales"
"SA",2010,"Multiple","Driver","Male",53,"South Australia"
"QLD",2010,"Single","Pedestrian","Male",70,"Queensland"
"NSW",2010,"Single","Driver","Male",62,"New South Wales"
"QLD",2010,"Single","Passenger","Male",37,"Queensland"
"NSW",2010,"Multiple","Driver","Male",37,"New South Wales"
"VIC",2010,"Single","Pedestrian","Female",35,"Victoria"
"VIC",2010,"Single","Passenger","Male",76,"Victoria"
"NSW",2010,"Single","Motorcycle rider","Male",37,"New South Wales"
"NSW",2010,"Multiple","Pedestrian","Male",25,"New South Wales"
"NSW",2010,"Single","Driver","Male",33,"New South Wales"
"WA",2010,"Single","Driver","Male",27,"West Australia"
"QLD",2010,"Single","Pedestrian","Male",75,"Queensland"
"NSW",2010,"Single","Pedestrian","Male",71,"New South Wales"
"TAS",2010,"Single","Motorcycle rider","Male",24,"Tasmania"
"QLD",2010,"Multiple","Driver","Female",18,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",61,"Victoria"
"QLD",2010,"Single","Driver","Male",35,"Queensland"
"TAS",2010,"Multiple","Driver","Female",18,"Tasmania"
"QLD",2010,"Multiple","Motorcycle rider","Male",42,"Queensland"
"NSW",2010,"Single","Pedestrian","Female",1,"New South Wales"
"VIC",2010,"Single","Driver","Male",19,"Victoria"
"QLD",2010,"Multiple","Passenger","Female",33,"Queensland"
"WA",2010,"Single","Passenger","Male",19,"West Australia"
"WA",2010,"Multiple","Driver","Male",35,"West Australia"
"NSW",2010,"Single","Pedestrian","Male",61,"New South Wales"
"NSW",2010,"Single","Driver","Female",79,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",38,"New South Wales"
"SA",2010,"Single","Pedestrian","Female",73,"South Australia"
"NSW",2010,"Multiple","Passenger","Male",17,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",78,"New South Wales"
"WA",2010,"Single","Pedestrian","Male",23,"West Australia"
"NSW",2010,"Multiple","Driver","Male",39,"New South Wales"
"WA",2010,"Single","Driver","Female",35,"West Australia"
"NSW",2010,"Single","Driver","Male",28,"New South Wales"
"WA",2010,"Single","Passenger","Male",47,"West Australia"
"NSW",2010,"Single","Pedestrian","Female",75,"New South Wales"
"QLD",2010,"Multiple","Driver","Male",31,"Queensland"
"VIC",2010,"Multiple","Motorcycle rider","Female",18,"Victoria"
"QLD",2010,"Single","Passenger","Female",20,"Queensland"
"QLD",2010,"Single","Motorcycle rider","Male",23,"Queensland"
"QLD",2010,"Single","Pedestrian","Male",75,"Queensland"
"WA",2010,"Multiple","Motorcycle rider","Male",64,"West Australia"
"SA",2010,"Multiple","Motorcycle pillion passenger","Male",13,"South Australia"
"WA",2010,"Multiple","Passenger","Female",81,"West Australia"
"WA",2010,"Single","Passenger","Male",16,"West Australia"
"NSW",2010,"Multiple","Motorcycle rider","Male",52,"New South Wales"
"VIC",2010,"Single","Driver","Female",20,"Victoria"
"VIC",2010,"Multiple","Motorcycle rider","Male",54,"Victoria"
"VIC",2010,"Multiple","Driver","Male",61,"Victoria"
"WA",2010,"Multiple","Passenger","Male",26,"West Australia"
"SA",2010,"Single","Motorcycle rider","Male",38,"South Australia"
"SA",2010,"Single","Passenger","Male",30,"South Australia"
"NSW",2010,"Multiple","Driver","Male",25,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",64,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",48,"Victoria"
"QLD",2010,"Single","Driver","Male",41,"Queensland"
"VIC",2010,"Multiple","Passenger","Female",5,"Victoria"
"NSW",2010,"Single","Pedestrian","Male",2,"New South Wales"
"QLD",2010,"Single","Motorcycle rider","Male",58,"Queensland"
"NSW",2010,"Single","Motorcycle rider","Male",23,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",50,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",21,"New South Wales"
"WA",2010,"Single","Pedestrian","Male",47,"West Australia"
"VIC",2010,"Multiple","Driver","Female",50,"Victoria"
"NSW",2010,"Single","Driver","Male",19,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",51,"New South Wales"
"WA",2010,"Single","Driver","Male",39,"West Australia"
"SA",2010,"Multiple","Passenger","Female",97,"South Australia"
"NSW",2010,"Multiple","Pedal cyclist","Male",52,"New South Wales"
"QLD",2010,"Multiple","Driver","Female",20,"Queensland"
"VIC",2010,"Single","Driver","Female",35,"Victoria"
"NSW",2010,"Single","Driver","Female",44,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",36,"New South Wales"
"NSW",2010,"Multiple","Passenger","Female",80,"New South Wales"
"QLD",2010,"Single","Driver","Female",25,"Queensland"
"NSW",2010,"Multiple","Driver","Female",57,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",37,"New South Wales"
"NSW",2010,"Multiple","Passenger","Male",20,"New South Wales"
"WA",2010,"Single","Passenger","Male",18,"West Australia"
"VIC",2010,"Single","Pedestrian","Male",85,"Victoria"
"WA",2010,"Single","Driver","Female",25,"West Australia"
"QLD",2010,"Single","Passenger","Female",59,"Queensland"
"NT",2010,"Single","Pedestrian","Male",32,"Northern Territory"
"NSW",2010,"Single","Driver","Male",77,"New South Wales"
"NSW",2010,"Single","Passenger","Female",19,"New South Wales"
"NT",2010,"Single","Passenger","Male",23,"Northern Territory"
"WA",2010,"Single","Pedestrian","Female",73,"West Australia"
"WA",2010,"Single","Motorcycle rider","Male",25,"West Australia"
"QLD",2010,"Single","Passenger","Male",17,"Queensland"
"NSW",2010,"Multiple","Driver","Male",83,"New South Wales"
"QLD",2010,"Single","Driver","Male",24,"Queensland"
"QLD",2010,"Multiple","Motorcycle rider","Male",33,"Queensland"
"VIC",2010,"Single","Pedestrian","Female",64,"Victoria"
"NSW",2010,"Multiple","Passenger","Female",8,"New South Wales"
"VIC",2010,"Single","Driver","Male",44,"Victoria"
"NSW",2010,"Single","Pedestrian","Female",48,"New South Wales"
"SA",2010,"Multiple","Pedestrian","Male",43,"South Australia"
"QLD",2010,"Multiple","Motorcycle rider","Male",37,"Queensland"
"WA",2010,"Multiple","Passenger","Female",82,"West Australia"
"VIC",2010,"Single","Pedestrian","Male",88,"Victoria"
"NSW",2010,"Multiple","Passenger","Male",11,"New South Wales"
"VIC",2010,"Single","Pedestrian","Female",46,"Victoria"
"NSW",2010,"Single","Driver","Male",21,"New South Wales"
"WA",2010,"Single","Driver","Male",29,"West Australia"
"VIC",2010,"Single","Driver","Male",32,"Victoria"
"NSW",2010,"Multiple","Driver","Male",77,"New South Wales"
"NSW",2010,"Single","Passenger","Female",100,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",62,"New South Wales"
"QLD",2010,"Single","Passenger","Female",34,"Queensland"
"TAS",2010,"Single","Driver","Male",62,"Tasmania"
"QLD",2010,"Multiple","Driver","Male",30,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",69,"Victoria"
"NSW",2010,"Single","Pedestrian","Female",80,"New South Wales"
"NSW",2010,"Single","Passenger","Male",34,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",8,"New South Wales"
"QLD",2010,"Single","Passenger","Male",32,"Queensland"
"NSW",2010,"Multiple","Motorcycle rider","Male",66,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",77,"New South Wales"
"SA",2010,"Multiple","Driver","Male",18,"South Australia"
"QLD",2010,"Multiple","Passenger","Male",62,"Queensland"
"QLD",2010,"Single","Motorcycle rider","Male",29,"Queensland"
"NSW",2010,"Multiple","Driver","Male",38,"New South Wales"
"VIC",2010,"Single","Motorcycle rider","Male",27,"Victoria"
"NSW",2010,"Single","Passenger","Male",20,"New South Wales"
"WA",2010,"Single","Passenger","Female",15,"West Australia"
"TAS",2010,"Single","Driver","Male",60,"Tasmania"
"QLD",2010,"Single","Driver","Male",38,"Queensland"
"NSW",2010,"Single","Driver","Male",34,"New South Wales"
"NSW",2010,"Single","Passenger","Male",17,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",53,"Victoria"
"VIC",2010,"Single","Pedestrian","Female",62,"Victoria"
"NSW",2010,"Multiple","Passenger","Male",29,"New South Wales"
"SA",2010,"Single","Driver","Female",17,"South Australia"
"WA",2010,"Single","Driver","Male",42,"West Australia"
"QLD",2010,"Single","Motorcycle rider","Male",17,"Queensland"
"QLD",2010,"Single","Motorcycle rider","Male",71,"Queensland"
"NSW",2010,"Single","Pedestrian","Female",72,"New South Wales"
"NSW",2010,"Single","Driver","Male",22,"New South Wales"
"QLD",2010,"Multiple","Pedal cyclist","Female",26,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",84,"Victoria"
"NSW",2010,"Multiple","Driver","Male",43,"New South Wales"
"NT",2010,"Single","Driver","Male",25,"Northern Territory"
"NSW",2010,"Single","Driver","Male",50,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",92,"Victoria"
"NSW",2010,"Single","Driver","Male",51,"New South Wales"
"TAS",2010,"Multiple","Driver","Male",56,"Tasmania"
"NSW",2010,"Multiple","Passenger","Male",5,"New South Wales"
"VIC",2010,"Multiple","Motorcycle rider","Male",21,"Victoria"
"NSW",2010,"Multiple","Passenger","Female",4,"New South Wales"
"QLD",2010,"Single","Driver","Female",21,"Queensland"
"NSW",2010,"Multiple","Driver","Male",83,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",16,"New South Wales"
"VIC",2010,"Multiple","Passenger","Male",1,"Victoria"
"NSW",2010,"Multiple","Driver","Male",30,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",79,"Victoria"
"WA",2010,"Multiple","Driver","Male",22,"West Australia"
"WA",2010,"Single","Driver","Male",29,"West Australia"
"QLD",2010,"Single","Passenger","Male",21,"Queensland"
"WA",2010,"Single","Unknown","Male",68,"West Australia"
"NSW",2010,"Multiple","Motorcycle rider","Male",25,"New South Wales"
"QLD",2010,"Multiple","Pedal cyclist","Male",80,"Queensland"
"NSW",2010,"Single","Pedestrian","Female",78,"New South Wales"
"SA",2010,"Single","Driver","Male",17,"South Australia"
"QLD",2010,"Multiple","Driver","Female",51,"Queensland"
"VIC",2010,"Multiple","Driver","Female",23,"Victoria"
"NSW",2010,"Multiple","Pedestrian","Male",27,"New South Wales"
"NSW",2010,"Single","Motorcycle rider","Male",57,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",52,"Victoria"
"QLD",2010,"Multiple","Driver","Female",64,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",7,"Victoria"
"NSW",2010,"Multiple","Driver","Female",42,"New South Wales"
"QLD",2010,"Multiple","Driver","Female",29,"Queensland"
"VIC",2010,"Multiple","Pedal cyclist","Male",12,"Victoria"
"NSW",2010,"Single","Pedestrian","Female",81,"New South Wales"
"QLD",2010,"Multiple","Motorcycle rider","Male",26,"Queensland"
"QLD",2010,"Single","Motorcycle rider","Male",25,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",48,"Victoria"
"NSW",2010,"Multiple","Driver","Female",20,"New South Wales"
"VIC",2010,"Single","Pedestrian","Male",30,"Victoria"
"SA",2010,"Multiple","Passenger","Female",67,"South Australia"
"NSW",2010,"Single","Pedestrian","Male",25,"New South Wales"
"NSW",2010,"Single","Pedestrian","Male",26,"New South Wales"
"SA",2010,"Single","Driver","Male",46,"South Australia"
"VIC",2010,"Multiple","Driver","Female",34,"Victoria"
"SA",2010,"Multiple","Pedestrian","Male",42,"South Australia"
"NSW",2010,"Multiple","Motorcycle rider","Female",23,"New South Wales"
"VIC",2010,"Single","Driver","Male",90,"Victoria"
"TAS",2010,"Multiple","Driver","Female",36,"Tasmania"
"WA",2010,"Single","Passenger","Male",26,"West Australia"
"NSW",2010,"Single","Pedestrian","Female",69,"New South Wales"
"QLD",2010,"Single","Passenger","Male",18,"Queensland"
"VIC",2010,"Single","Driver","Male",83,"Victoria"
"WA",2010,"Single","Passenger","Male",19,"West Australia"
"QLD",2010,"Single","Driver","Male",62,"Queensland"
"NSW",2010,"Multiple","Driver","Female",70,"New South Wales"
"NSW",2010,"Single","Driver","Female",80,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",41,"New South Wales"
"TAS",2010,"Single","Driver","Male",50,"Tasmania"
"QLD",2010,"Multiple","Passenger","Male",56,"Queensland"
"QLD",2010,"Single","Driver","Female",36,"Queensland"
"QLD",2010,"Multiple","Driver","Male",74,"Queensland"
"NT",2010,"Single","Pedal cyclist","Female",6,"Northern Territory"
"NSW",2010,"Single","Driver","Female",18,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",79,"New South Wales"
"SA",2010,"Multiple","Driver","Male",30,"South Australia"
"NSW",2010,"Single","Driver","Male",30,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",41,"New South Wales"
"WA",2010,"Multiple","Passenger","Female",8,"West Australia"
"WA",2010,"Single","Driver","Male",19,"West Australia"
"VIC",2010,"Single","Pedestrian","Female",53,"Victoria"
"QLD",2010,"Multiple","Driver","Male",23,"Queensland"
"SA",2010,"Multiple","Driver","Male",34,"South Australia"
"NSW",2010,"Multiple","Driver","Female",49,"New South Wales"
"WA",2010,"Single","Pedestrian","Male",85,"West Australia"
"WA",2010,"Multiple","Pedal cyclist","Male",22,"West Australia"
"VIC",2010,"Single","Motorcycle rider","Male",38,"Victoria"
"VIC",2010,"Multiple","Driver","Female",28,"Victoria"
"VIC",2010,"Single","Driver","Male",42,"Victoria"
"QLD",2010,"Single","Pedestrian","Male",64,"Queensland"
"NSW",2010,"Multiple","Pedal cyclist","Female",65,"New South Wales"
"VIC",2010,"Single","Driver","Male",32,"Victoria"
"NSW",2010,"Multiple","Driver","Male",17,"New South Wales"
"NT",2010,"Multiple","Pedestrian","Male",15,"Northern Territory"
"NSW",2010,"Single","Pedestrian","Male",56,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",43,"New South Wales"
"QLD",2010,"Single","Passenger","Male",7,"Queensland"
"VIC",2010,"Multiple","Driver","Male",18,"Victoria"
"QLD",2010,"Single","Driver","Male",59,"Queensland"
"VIC",2010,"Multiple","Motorcycle rider","Male",54,"Victoria"
"VIC",2010,"Multiple","Passenger","Female",87,"Victoria"
"QLD",2010,"Single","Driver","Male",44,"Queensland"
"NSW",2010,"Single","Pedestrian","Female",80,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",31,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",54,"Victoria"
"WA",2010,"Single","Driver","Male",36,"West Australia"
"NSW",2010,"Multiple","Driver","Male",28,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",96,"Victoria"
"VIC",2010,"Single","Driver","Female",30,"Victoria"
"NSW",2010,"Multiple","Passenger","Male",19,"New South Wales"
"NSW",2010,"Single","Driver","Male",73,"New South Wales"
"NSW",2010,"Single","Pedestrian","Male",39,"New South Wales"
"QLD",2010,"Single","Passenger","Male",48,"Queensland"
"SA",2010,"Single","Driver","Female",21,"South Australia"
"NSW",2010,"Single","Pedestrian","Male",49,"New South Wales"
"WA",2010,"Single","Passenger","Male",0,"West Australia"
"TAS",2010,"Single","Passenger","Female",20,"Tasmania"
"VIC",2010,"Multiple","Pedal cyclist","Male",49,"Victoria"
"VIC",2010,"Multiple","Passenger","Female",27,"Victoria"
"QLD",2010,"Multiple","Driver","Male",54,"Queensland"
"WA",2010,"Single","Driver","Male",42,"West Australia"
"WA",2010,"Single","Motorcycle rider","Male",36,"West Australia"
"WA",2010,"Single","Motorcycle rider","Male",59,"West Australia"
"QLD",2010,"Single","Driver","Female",54,"Queensland"
"WA",2010,"Single","Pedestrian","Male",32,"West Australia"
"SA",2010,"Single","Driver","Male",32,"South Australia"
"WA",2010,"Single","Driver","Male",86,"West Australia"
"NSW",2010,"Multiple","Driver","Male",37,"New South Wales"
"QLD",2010,"Single","Motorcycle rider","Male",25,"Queensland"
"VIC",2010,"Single","Driver","Male",20,"Victoria"
"NSW",2010,"Single","Driver","Male",43,"New South Wales"
"WA",2010,"Multiple","Driver","Male",28,"West Australia"
"QLD",2010,"Single","Driver","Female",22,"Queensland"
"QLD",2010,"Multiple","Motorcycle rider","Male",43,"Queensland"
"NSW",2010,"Multiple","Driver","Female",19,"New South Wales"
"VIC",2010,"Single","Motorcycle rider","Male",18,"Victoria"
"NSW",2010,"Single","Passenger","Female",19,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",19,"Victoria"
"TAS",2010,"Multiple","Passenger","Female",42,"Tasmania"
"NSW",2010,"Single","Driver","Male",63,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",66,"New South Wales"
"VIC",2010,"Single","Passenger","Female",31,"Victoria"
"NT",2010,"Single","Unknown","Female",48,"Northern Territory"
"QLD",2010,"Single","Pedestrian","Male",72,"Queensland"
"NT",2010,"Single","Driver","Male",20,"Northern Territory"
"VIC",2010,"Single","Driver","Male",21,"Victoria"
"SA",2010,"Single","Driver","Female",75,"South Australia"
"QLD",2010,"Multiple","Driver","Male",55,"Queensland"
"TAS",2010,"Multiple","Motorcycle rider","Female",37,"Tasmania"
"WA",2010,"Single","Unknown","Male",24,"West Australia"
"QLD",2010,"Single","Passenger","Male",19,"Queensland"
"VIC",2010,"Single","Driver","Female",18,"Victoria"
"NSW",2010,"Single","Driver","Male",37,"New South Wales"
"SA",2010,"Single","Driver","Male",58,"South Australia"
"QLD",2010,"Single","Pedestrian","Male",74,"Queensland"
"NSW",2010,"Single","Motorcycle rider","Male",32,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",81,"New South Wales"
"VIC",2010,"Single","Pedestrian","Female",91,"Victoria"
"NSW",2010,"Multiple","Passenger","Male",33,"New South Wales"
"QLD",2010,"Multiple","Driver","Male",82,"Queensland"
"VIC",2010,"Multiple","Passenger","Female",41,"Victoria"
"SA",2010,"Single","Driver","Male",22,"South Australia"
"VIC",2010,"Single","Driver","Male",59,"Victoria"
"WA",2010,"Multiple","Driver","Female",40,"West Australia"
